Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Progressivos_Certos,Passes_Laterais_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Corridas_Progressivas,Acelerações,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Deep_Completions,Deep_Completed_Crosses,Passes_ÁreaPênalti_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
22,Ezio,Ipatinga,Ipatinga,RB,RB,1,26,0,,8,713,Brazil,Brazil,unknown,182,0,no,9.47,4.546098,1.011378,1.13579,3.663814,5.677381999999999,3.03,4.038399999999999,0.5,2.14339,1.77,0.88,0.05,0.25,1.767399,0.13,0.38,0.38,MG,Testing,2024,0.04801359122971016,0.08533040926080428,0.06667200024525723
23,Wender,Democrata GV,Democrata GV,LB,LB,1,25,0,,10,1031,Brazil,Brazil,,0,0,no,8.38,4.890492,3.315312,2.616375,7.685496000000001,5.671953999999999,3.06,4.279197999999999,0.61,1.396958,1.22,0.26,0.06,0.96,3.49104,0.52,1.57,1.572,MG,Testing,2024,0.6696440490635727,0.6612108617355529,0.6654274553995628
24,Weslen,Democrata GV,Democrata GV,RB,RB,1,29,0,,9,764,Brazil,Brazil,right,178,68,no,10.72,6.714164,0.8236,2.471,4.475016,6.124468,0.47,0.8225,0.24,0.235,0.71,0.24,0.02,0.35,2.712402,0.47,0.24,0.47268,MG,Testing,2024,0.0,0.0,0.0
0,Ayrton Lucas,Flamengo,Flamengo,LB,LB,1,26,7000000,2027-12-31,9,786,Brazil,Brazil,left,180,72,no,8.36,5.611464,0.574977,1.375,5.039314,12.477838,2.63,2.52065,1.6,1.71875,0.34,0.46,0.22,1.37,5.8395,0.34,0.57,0.801864,RJ,Testing,2024,0.892276291367588,0.8293951099107552,0.8608357006391715
1,Lucas Piton,Vasco da Gama,Vasco da Gama,"LB, LWB",LB,1,23,6000000,2026-12-31,10,1029,Brazil,"Brazil, Italy",left,175,64,no,4.9,2.886138,0.701194,1.664208,5.072948999999999,11.806626,4.2,2.1,1.4,1.664062,1.66,0.61,0.22,1.66,2.626992,0.87,1.75,2.099825,RJ,Testing,2024,0.9582011361962884,0.953391397329678,0.9557962667629831
2,Guga,Fluminense,Fluminense,RB,RB,1,25,4000000,2026-12-31,6,541,Brazil,"Brazil, Portugal",right,174,69,no,6.99,2.496924,1.5,0.6639999999999999,2.993483,11.309008,1.33,1.331798,0.5,0.332,1.5,0.17,0.07,0.33,3.830318,0.17,1.0,1.16316,RJ,Testing,2024,0.2388935840744063,0.2877490007685699,0.2633212924214881
3,Victor Sá,Botafogo,Botafogo,"RWB, RW, LW",RWB,1,29,2000000,2025-12-31,8,517,Brazil,Brazil,right,178,72,no,6.09,2.960309999999999,0.6933680000000001,0.175,2.61,7.133999999999999,2.61,3.830239,2.79,1.916159,0.7,0.35,0.07,1.39,0.35,1.74,0.17,1.394216,RJ,Testing,2024,0.4137671985304324,0.4283646245891577,0.421065911559795
4,G. Varela,Flamengo,Flamengo,"RB, LB",RB,1,31,2000000,2025-12-31,10,864,Uruguay,"Uruguay, Italy",right,174,70,no,7.92,4.065392,0.8347199999999999,0.9386340000000001,3.647882,8.854000000000001,1.56,1.35425,0.73,0.7291249999999999,0.52,0.1,0.01,0.21,3.124875,0.21,0.42,0.416,RJ,Testing,2024,0.3228836693179815,0.2789509856661465,0.300917327492064
5,Hugo,Botafogo,Botafogo,"LB, LWB",LB,1,22,1500000,2024-12-31,12,1029,Brazil,Brazil,left,175,67,no,8.57,4.723464,1.05007,2.101464,4.456773,7.081743,2.71,2.273652,1.57,1.484754,1.57,0.7,0.24,1.75,2.451611,0.79,0.87,1.312605,RJ,Testing,2024,0.7550213817098855,0.6908475793817007,0.722934480545793
6,Cayo Tenório,Nova Iguaçu,Nova Iguaçu,RB,RB,1,25,500000,,10,859,Brazil,Brazil,right,173,68,no,11.94,5.65868,0.6273249999999999,1.991925,6.390560000000001,9.428301999999999,3.77,3.669699,0.52,2.097106,2.62,1.26,0.1,0.84,3.14221,0.63,1.57,1.56875,RJ,Testing,2024,0.9551594927443837,0.9356109975231909,0.9453852451337872
7,M. Ponte,Botafogo,Botafogo,RB,RB,1,20,500000,,6,548,Uruguay,Uruguay,right,183,77,no,9.2,5.747000000000001,0.9845909999999999,1.148,2.955,7.718451999999998,0.99,1.641798,0.33,0.820539,0.99,0.49,0.04,0.66,3.28578,0.0,0.0,0.164,RJ,Testing,2024,0.1013644409533331,0.1928205187206087,0.1470924798369709
8,Paulo Henrique,Vasco da Gama,Vasco da Gama,"RWB, RB",RWB,1,27,300000,2024-12-31,9,798,Brazil,Brazil,right,175,74,no,5.64,3.498059,0.565,2.255736,6.089999999999999,10.936554,4.06,3.157124,0.68,2.031564,2.71,1.02,0.14,0.79,1.581425,0.79,1.92,2.59382,RJ,Testing,2024,0.9797256166491294,0.9393547769930656,0.9595401968210974
9,Mateus Ludke,Boavista,Boavista,"RB, RW",RB,1,23,250000,,14,904,Brazil,Brazil,right,176,72,no,5.67,2.49,0.7946169999999999,1.395444,3.288294,7.266971999999999,2.19,1.194645,1.69,0.80001,0.5,0.7,0.03,0.4,1.693624,0.6,1.0,0.894375,RJ,Testing,2024,0.3644228521439579,0.242007442817556,0.303215147480757
10,Pará,Portuguesa RJ,Portuguesa RJ,LB,LB,1,36,150000,2024-12-31,11,1091,Brazil,Brazil,left,172,73,no,8.35,3.962784,1.034234,2.6722,4.90854,8.268456,2.41,1.552,0.78,0.947034,1.55,0.95,0.05,0.78,2.669994,0.52,1.29,1.896932,RJ,Testing,2024,0.7860776577572187,0.7049775090181979,0.7455275833877082
11,Erick Daltro,Bangu,Bangu,"LB, LW, LWB",LB,1,31,100000,,11,1018,Brazil,Brazil,left,180,78,no,7.96,3.273543,1.2376,1.593494,3.006129,7.604761999999999,1.5,1.500813,0.18,0.706702,0.62,0.27,0.1,0.8,1.41542,0.09,0.62,0.529038,RJ,Testing,2024,0.2103429041784902,0.1285626032902586,0.1694527537343744
12,Evandro,Madureira,Madureira,LB,LB,1,27,50000,,10,1036,Brazil,Brazil,left,170,68,no,9.12,5.388016,0.261792,1.911599,6.17076,13.37526,3.21,2.173216,1.04,1.56375,1.82,0.78,0.18,1.13,3.303216,0.35,1.56,1.38963,RJ,Testing,2024,1.0,1.0,1.0
13,Alyson,Boavista,Boavista,LB,LB,1,27,50000,,12,1146,Brazil,Brazil,left,185,75,no,5.73,2.199312,0.31427,0.628156,3.850866,4.316440000000001,1.18,1.49303,1.81,0.472229,1.41,0.39,0.05,0.55,1.882168,0.79,0.71,1.337412,RJ,Testing,2024,0.2829106765210168,0.1845957255717925,0.2337532010464046
14,Paulo Victor,Audax Rio,Audax Rio,LB,LB,1,24,0,,8,692,Brazil,Brazil,left,0,0,no,6.5,4.29026,1.040026,0.78,3.900156,7.540104,1.95,1.169831,0.78,0.779909,0.65,0.26,0.05,0.52,1.950078,0.0,1.04,1.039935,RJ,Testing,2024,0.471280454010752,0.3430187385420674,0.4071495962764097
15,Acácio,Audax Rio,Audax Rio,"LB, LW",LB,1,30,0,,7,577,Brazil,Brazil,left,179,65,no,9.05,4.680234,1.09375,1.248764,4.364549999999999,7.022057,0.78,2.025958,1.09,0.78125,0.31,0.16,0.04,0.47,2.338574,0.94,0.16,0.78,RJ,Testing,2024,0.5488070968174246,0.4688412717662412,0.5088241842918328
16,Almir Sóta,Madureira,Madureira,RB,RB,1,29,0,,9,773,Brazil,Brazil,right,0,0,no,7.57,4.425696,1.05,1.627407,5.701632,8.38124,2.91,2.794471999999999,0.23,1.514736,2.79,1.28,0.08,0.58,2.214324,0.23,1.28,1.631864,RJ,Testing,2024,0.8184762148775652,0.750047538827551,0.784261876852558
17,Ramon Batista,Audax Rio,Audax Rio,"RB, LCB",RB,1,24,0,,6,646,Brazil,Brazil,,0,0,no,8.36,3.9032,1.812722,0.696126,3.206647999999999,11.14636,1.39,2.227748,1.11,1.112,0.98,0.0,0.05,0.28,2.231139,0.28,0.0,0.14,RJ,Testing,2024,0.4194685653461577,0.3476949108815991,0.3835817381138784
18,Wellington Silva,Volta Redonda,Volta Redonda,RB,RB,1,35,0,2024-04-10,10,953,Brazil,Brazil,right,178,77,no,7.74,4.814303,0.6614999999999999,0.851529,3.875736,8.784745000000001,3.21,4.343637,0.28,1.793748,1.23,0.28,0.07,0.66,2.1712,0.19,1.04,1.040341,RJ,Testing,2024,0.6101595878593646,0.4959314100556272,0.5530454989574959
19,Sánchez,Volta Redonda,Volta Redonda,LB,LB,1,28,0,,11,1097,Brazil,Brazil,left,178,73,no,6.15,2.130964,1.067469,1.63902,4.837999999999999,7.219679999999999,3.04,1.64243,1.56,1.397712,0.98,0.16,0.17,0.57,3.115836,0.16,0.9,0.8217719999999998,RJ,Testing,2024,0.6086504968736475,0.5365739661396737,0.5726122315066605
20,Gabriel Saulo,Bangu,Bangu,"RB, RW",RB,1,22,0,,11,1084,Brazil,Brazil,,0,0,no,7.31,3.404766,0.499041,0.6639999999999999,2.571425,5.065106,3.24,2.32254,0.91,1.660083,1.08,0.83,0.03,0.17,0.6639999999999999,0.25,1.16,1.161688,RJ,Testing,2024,0.05075454183564305,0.0009291987632451537,0.0258418702994441
21,Paulo Vitor,Sampaio Corrêa RJ,Sampaio Corrêa RJ,LB,LB,1,35,0,,8,583,Brazil,Brazil,left,168,71,no,7.26,4.632,0.924,3.398528,6.329622000000001,10.648953,1.54,1.8547,0.62,1.23641,0.46,0.15,0.02,0.31,2.7792,0.15,0.31,0.308,RJ,Testing,2024,0.907820037009771,0.8802650369222552,0.894042536966013
22,Guilherme,Sampaio Corrêa RJ,Sampaio Corrêa RJ,LB,LB,1,31,0,,11,844,Brazil,Brazil,left,173,73,no,8.74,5.651541,1.6,0.74375,3.51984,3.83537,4.59,4.798660999999999,0.75,3.0914,2.13,0.96,0.15,0.96,2.026752,0.53,1.49,1.38656,RJ,Testing,2024,0.4607676567736282,0.4321591560309482,0.4464634064022882
23,Lucas Carvalho,Sampaio Corrêa RJ,Sampaio Corrêa RJ,RB,RB,1,27,0,,10,756,Brazil,Brazil,right,174,68,no,6.67,3.92766,0.595395,0.9519999999999998,3.330336,5.711472,2.02,2.144324,0.6,1.071842,1.43,0.83,0.06,0.95,3.094119,0.12,0.48,0.713262,RJ,Testing,2024,0.1762034972715494,0.1217010670380316,0.1489522821547905
24,Ronaldo,Portuguesa RJ,Portuguesa RJ,RB,RB,1,25,0,,12,809,Brazil,Brazil,right,181,70,no,7.44,4.31964,1.079976,1.08,4.3197,7.920192000000001,1.8,0.8398679999999998,0.72,0.48,1.32,0.72,0.06,0.48,1.67994,0.24,1.08,1.080024,RJ,Testing,2024,0.5180864751385104,0.4321391895384077,0.475112832338459
25,Joazi,Portuguesa RJ,Portuguesa RJ,"RB, LB, RW",RB,1,27,0,,9,725,Brazil,Brazil,right,168,67,no,6.74,2.854712,0.90596,0.39,1.945278,6.354997,1.56,2.07644,0.39,1.035,1.3,0.52,0.08,0.65,1.16468,0.26,0.78,0.7763800000000001,RJ,Testing,2024,0.0,0.0,0.0
26,Maicon,Nova Iguaçu,Nova Iguaçu,LB,LB,1,23,0,,12,1113,Brazil,Brazil,,0,0,no,10.98,5.4495,1.296,1.038375,3.892935,6.571110000000001,3.98,4.152194,1.3,2.93626,1.47,0.61,0.05,0.43,2.76374,0.43,0.69,0.606606,RJ,Testing,2024,0.6372368413577307,0.5112340033643631,0.5742354223610469
27,Yan,Nova Iguaçu,Nova Iguaçu,RB,RB,1,28,0,,8,592,Brazil,Brazil,right,194,92,no,10.52,5.627065,0.543279,0.544322,3.447288,6.898747999999999,2.9,2.537355,1.09,1.815312,0.91,0.18,0.08,0.54,1.091,0.18,0.91,0.7243719999999999,RJ,Testing,2024,0.4001982897727563,0.285716046907894,0.3429571683403251
0,F. Bustos,Internacional,Internacional,RB,RB,1,27,6500000,2024-12-31,13,1136,Argentina,Argentina,right,167,66,no,11.36,5.595075,0.51688,2.751828,7.397536,16.516317,2.32,1.292256,1.03,0.5989059999999999,1.2,0.09,0.1,0.86,2.583484,0.77,1.2,1.54707,RS,Testing,2024,0.6191528997753656,0.6268615851348509,0.6230072424551083
1,João Lucas,Juventude,Juventude,RB,RB,1,26,2000000,2025-12-31,12,1128,Brazil,Brazil,right,181,72,no,8.86,5.507693999999999,1.036065,2.395215,4.30743,9.896194000000001,3.11,2.949786,1.04,1.83311,1.6,0.64,0.07,0.88,2.39418,0.32,0.64,0.8773409999999999,RS,Testing,2024,0.3409522535825352,0.3235108759230227,0.332231564752779
2,Reinaldo,Grêmio,Grêmio,LB,LB,1,34,1000000,2024-12-31,10,966,Brazil,Brazil,left,178,79,no,6.58,3.183887,1.33607,2.15775,11.50464,12.229137,2.16,1.74486,1.23,1.33704,1.03,0.21,0.09,1.13,9.557904,0.92,0.41,1.542816,RS,Testing,2024,0.7243973525821247,0.8160308957083611,0.770214124145243
3,Renê,Internacional,Internacional,LB,LB,1,31,900000,2024-12-31,12,1043,Brazil,Brazil,left,174,72,no,9.35,5.004914,2.835,5.3865,10.673377,31.63552,1.61,1.22774,0.47,0.470871,1.89,0.09,0.16,1.32,10.10304,1.13,1.04,2.076099,RS,Testing,2024,1.0,1.0,1.0
4,João Pedro,Grêmio,Grêmio,RB,RB,1,27,600000,2025-12-31,13,1196,Brazil,Brazil,right,179,75,no,7.25,4.332179999999999,0.8677619999999999,1.498346,5.914440999999999,7.958197999999999,2.99,2.441376,1.18,1.736232,1.34,0.24,0.12,0.79,4.17648,0.47,0.79,0.70875,RS,Testing,2024,0.378524890199938,0.3641268129099878,0.3713258515549629
5,Alan Ruschel,Juventude,Juventude,LB,LB,1,34,200000,,12,1086,Brazil,Brazil,left,176,72,no,6.05,2.984124,0.7452,1.493555,6.216418,10.52579,1.33,2.319884,0.58,0.415,1.49,0.5,0.09,0.99,4.058714999999999,0.17,0.5,0.995,RS,Testing,2024,0.2664714863907763,0.2421572991994304,0.2543143927951034
6,Gedeílson,Ypiranga Erechim,Ypiranga Erechim,"RB, LB",RB,1,31,100000,,11,994,Brazil,Brazil,right,177,65,no,7.42,3.07794,1.717028,1.993068,4.70586,9.505068,2.81,3.07629,1.0,1.717028,1.36,0.45,0.07,0.72,2.80391,0.54,0.91,1.268,RS,Testing,2024,0.3726179292429461,0.4092831524930238,0.390950540867985
7,Celsinho,Avenida,Avenida,RB,RB,1,35,100000,,6,529,Brazil,Brazil,right,183,73,no,12.42,5.276637000000001,1.359932,2.549932,6.977103,12.2481,1.87,2.38,0.51,0.68,1.53,0.51,0.14,1.02,4.249829999999999,0.51,1.02,1.529966,RS,Testing,2024,0.5587395068803781,0.5610376386060127,0.5598885727431955
8,Danilo Guimarães,Brasil de Pelotas,Brasil de Pelotas,RB,RB,1,26,0,,11,532,Brazil,Brazil,,0,0,no,11.33,5.076166000000001,1.01625,2.368,5.581695,6.597499999999999,1.86,1.35255,0.17,0.34,0.85,0.17,0.03,0.51,2.875344,0.34,1.35,1.693418,RS,Testing,2024,0.2447315512802997,0.2278067143975558,0.2362691328389278
9,Rodrigo Negueba,Avenida,Avenida,"RB, RAMF, RW",RB,1,24,0,,8,656,Brazil,Brazil,,0,0,no,8.09,4.115381999999999,1.783834,1.644,4.799808,7.410514999999999,3.02,2.742198,0.27,1.647555,1.51,1.92,0.0,0.14,2.194272,0.27,1.23,1.371264,RS,Testing,2024,0.153814298343406,0.2136128315727001,0.183713564958053
10,Cesar Nunes,Avenida,Avenida,"LB, LDMF",LB,1,24,0,2024-06-30,10,944,Brazil,Brazil,left,184,70,no,7.15,3.720726,0.85875,0.86,5.33628,13.250168,1.62,2.476948,0.29,0.86,1.05,0.29,0.03,0.48,3.05226,0.1,0.57,0.7623720000000002,RS,Testing,2024,0.2238071164975989,0.1732016421433546,0.1985043793204768
11,Chicão,Avenida,Avenida,"RB, RDMF, RCMF",RB,1,38,0,,11,598,Brazil,Brazil,right,183,75,no,5.57,1.503786,2.407122,1.655654,3.914324,12.337325,0.45,0.453,0.45,0.0,0.15,0.15,0.01,0.3,3.616,0.0,0.3,0.300015,RS,Testing,2024,0.0,0.0,0.0
12,Alessandro Vinícius,EC São José,EC São José,"RB, RWB, LB",RB,1,25,0,,11,1015,Brazil,Brazil,right,174,70,no,7.98,4.43424,0.885608,1.77284,4.257822000000001,5.233514,3.28,3.456274,0.98,1.858976,1.6,0.44,0.21,0.89,1.770482,0.27,1.33,1.152877,RS,Testing,2024,0.292678428168877,0.3176615648303452,0.3051699964996111
13,Alan Cardoso,Avenida,Avenida,"LB, LAMF",LB,1,26,0,,9,602,Brazil,Brazil,left,177,66,no,8.67,3.739344,2.094765,0.896577,3.885436,7.324416,2.39,3.8896,0.9,1.044107,1.2,0.3,0.02,0.6,2.693751,0.15,0.6,0.9,RS,Testing,2024,0.2234236901645799,0.1998471100723305,0.2116354001184552
14,David Luís,Santa Cruz RS,Santa Cruz RS,LB,LB,1,28,0,,7,534,Brazil,Brazil,left,180,76,no,9.44,3.540849,0.8432489999999998,2.356532,5.728595,6.742637999999999,0.67,1.348504,0.34,0.168,0.84,0.51,0.03,0.67,3.0312,0.34,0.51,0.505748,RS,Testing,2024,0.1256332079471053,0.09145158086247535,0.1085423944047903
15,Rai,Novo Hamburgo,Novo Hamburgo,LB,LB,1,23,0,,11,1043,Brazil,Brazil,,0,0,no,5.57,2.7387,1.6065,1.41678,6.895651,5.666354999999999,3.12,2.929689,0.47,1.982496,1.32,1.04,0.08,0.66,3.87243,0.57,0.94,1.227026,RS,Testing,2024,0.472225466310723,0.4635308687948397,0.4678781675527814
16,Anilson,Novo Hamburgo,Novo Hamburgo,"RB, RCB",RB,1,22,0,,10,774,Brazil,Brazil,right,185,66,no,10.23,5.69625,3.258368,4.18782,9.537278,7.786962999999998,2.21,2.443,0.23,1.161492,0.7,0.7,0.02,0.35,5.117363999999999,0.47,0.7,1.05,RS,Testing,2024,0.5620027546414762,0.5548164419632988,0.5584095983023876
17,Jefinho,Brasil de Pelotas,Brasil de Pelotas,"LB, LAMF",LB,1,22,0,,9,710,Brazil,Brazil,left,0,0,no,6.46,3.29346,0.1275,0.762,4.439484999999999,5.829707999999999,1.9,2.026464,0.51,1.651,1.52,0.51,0.06,1.14,2.15327,0.25,0.25,0.126692,RS,Testing,2024,0.1419334856971026,0.07735039967246754,0.1096419426847851
