Unnamed: 0,Duelos_Aéreos_Ganhos,Duelos_Ofensivos_Ganhos,xG,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Deep_Completions,Passes_Chave,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Aéreos_Ganhos_LM,Duelos_Ofensivos_Ganhos_LM,xG_LM,Conversão_Gols_LM,Conversão_xG_LM,Ameaça_Ofensiva_LM,xA_LM,Deep_Completions_LM,Passes_Chave_LM,Passes_ÁreaPênalti_Certos_LM,Duelos_Aéreos_Ganhos_Rank,Duelos_Ofensivos_Ganhos_Rank,xG_Rank,Conversão_Gols_Rank,Conversão_xG_Rank,Ameaça_Ofensiva_Rank,xA_Rank,Deep_Completions_Rank,Passes_Chave_Rank,Passes_ÁreaPênalti_Certos_Rank,Duelos_Aéreos_Ganhos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,xG_Percentil,Conversão_Gols_Percentil,Conversão_xG_Percentil,Ameaça_Ofensiva_Percentil,xA_Percentil,Deep_Completions_Percentil,Passes_Chave_Percentil,Passes_ÁreaPênalti_Certos_Percentil
2,0.296544,0.06304,0.626866,0.280002,0.298913,0.453275,0.129032,0.368889,0.0,0.074173,0.362881,L. Alario,Internacional,Internacional,CF,CF,12,31,4000000,2025-06-30,11,545,Argentina,"Argentina, Italy",right,185,78,no,RS,Testing,2024,Atacante Referência,0.363,21,24,12,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,12,23,4.0,15.0,15.0,15,11.0,5.0,22.0,16.0,50,4,83,37,37,37,54,79,8,33
21,0.0,0.489867,0.298507,0.186677,0.173611,0.529852,0.16129,0.275556,0.366071,0.320221,0.348351,Tony Junior,Guarany de Bagé,Guarany de Bagé,CF,CF,12,29,0,,12,877,Brazil,Brazil,,0,0,no,RS,Testing,2024,Atacante Referência,0.348,22,24,8,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,24,6,15.5,18.0,18.0,9,8.0,9.0,8.0,7.0,0,75,35,25,25,62,66,62,66,70
11,0.280897,0.0,0.164179,0.0,0.0,0.170758,0.129032,0.142222,0.142857,0.0,0.183889,Hugo Almeida,Santa Cruz RS,Santa Cruz RS,CF,CF,12,38,0,,8,568,Brazil,Brazil,right,182,77,no,RS,Testing,2024,Atacante Referência,0.184,23,24,4,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,13,24,20.5,22.0,22.0,21,11.0,17.0,16.0,22.5,45,0,14,8,8,12,54,29,33,6
7,0.086765,0.244691,0.0,0.0,0.0,0.16476,0.032258,0.124444,0.0,0.186934,0.0,Netto,Santa Cruz RS,Santa Cruz RS,"CF, RAMF, RW",CF,12,26,300000,,10,642,Brazil,Brazil,right,174,71,no,RS,Testing,2024,Atacante Referência,0.0,24,24,0,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,21,19,24.0,22.0,22.0,22,21.5,18.5,22.0,11.0,12,20,0,8,8,8,10,22,8,54
5,0.612935,0.412084,0.426667,1.0,0.747907,0.660936,0.25,0.561151,0.113402,0.211909,1.0,Eduardo Sasha,Red Bull Bragantino,Red Bull Bragantino,"CF, AMF",CF,12,32,1800000,2025-12-31,11,803,Brazil,"Brazil, Italy",right,173,65,no,SP,Testing,2024,Atacante Referência,1.0,1,22,95,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,8,12,7.0,1.0,2.0,3,12.0,7.0,16.5,10.0,63,45,68,95,90,86,45,68,25,54
18,0.401997,0.672934,0.306667,0.666657,0.536471,0.505813,0.1,0.223022,0.216495,0.148343,0.86962,Diego Quirino,Inter de Limeira,Inter de Limeira,CF,CF,12,30,200000,,13,959,Brazil,Brazil,right,180,79,no,SP,Testing,2024,Atacante Referência,0.87,2,22,90,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,11,4,8.0,3.0,7.0,9,16.0,17.0,9.0,12.0,50,81,63,86,68,59,27,22,59,45
4,0.75266,0.394026,0.453333,0.607157,0.48,0.618283,0.3,0.431655,0.154639,0.142645,0.845316,T. Borbas,Red Bull Bragantino,Red Bull Bragantino,CF,CF,12,21,4000000,2027-12-31,13,605,Uruguay,Uruguay,right,181,69,no,SP,Testing,2024,Atacante Referência,0.845,3,22,86,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,3,13,4.5,4.0,9.5,4,10.0,12.0,13.0,13.0,86,40,79,81,56,81,54,45,40,40
20,1.0,0.958568,0.16,0.43591,0.730435,0.061977,0.0,0.18705,0.092784,0.164034,0.82577,Jeh,Ponte Preta,Ponte Preta,CF,CF,12,24,0,,12,1036,Brazil,Brazil,right,185,77,no,SP,Testing,2024,Atacante Referência,0.826,4,22,81,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,1,2,15.5,12.0,3.0,19,21.0,19.0,18.0,11.0,95,90,29,45,86,13,4,13,18,50
2,0.657978,0.34806,1.0,0.555562,0.48,0.519009,0.0,0.122302,0.0,0.0,0.745608,J. Lopez,Palmeiras,Palmeiras,CF,CF,12,23,7000000,2027-06-30,14,1045,Argentina,Argentina,left,190,74,no,SP,Testing,2024,Atacante Referência,0.746,5,22,77,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,5,16,1.0,7.0,9.5,7,21.0,20.0,20.5,20.5,77,27,95,68,56,68,4,9,6,6
3,0.590156,0.390049,0.293333,0.5,0.421818,0.550832,0.45,0.273381,0.195876,0.136285,0.726476,J. Calleri,São Paulo,São Paulo,CF,CF,12,30,4500000,2026-12-31,10,940,Argentina,"Argentina, Italy",right,181,77,no,SP,Testing,2024,Atacante Referência,0.726,6,22,72,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,9,15,9.5,8.0,13.0,6,7.5,15.5,11.0,14.0,59,31,56,63,40,72,65,29,50,36
9,0.194983,0.43159,0.946667,0.683912,0.392195,1.0,0.3,0.273381,0.298969,0.135506,0.719334,Dellatorre,Mirassol,Mirassol,CF,CF,12,31,650000,,11,940,Brazil,"Brazil, Italy",right,181,79,no,SP,Testing,2024,Atacante Referência,0.719,7,22,68,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,16,11,2.0,2.0,14.0,1,10.0,15.5,8.0,15.0,27,50,90,90,36,95,54,29,63,31
6,0.617296,0.340403,0.56,0.447356,0.353208,0.609683,0.3,0.467626,0.670103,0.123626,0.714646,J. Furch,Santos,Santos,CF,CF,12,34,1500000,,12,693,Argentina,Argentina,right,188,88,no,SP,Testing,2024,Atacante Referência,0.715,8,22,63,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,7,17,3.0,10.5,16.0,5,10.0,11.0,4.0,16.0,68,22,86,52,27,77,54,50,81,27
0,0.259833,0.521302,0.173333,0.59027,1.0,0.049371,0.5,0.359712,0.206186,0.23772,0.611924,Yuri Alberto,Corinthians,Corinthians,CF,CF,12,22,18000000,2027-12-31,11,894,Brazil,Brazil,right,182,78,no,SP,Testing,2024,Atacante Referência,0.612,9,22,59,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,14,7,14.0,5.0,1.0,20,5.5,14.0,10.0,8.0,36,68,36,77,95,9,75,36,54,63
10,0.112279,1.0,0.053333,0.37777,0.576,0.103365,0.45,0.71223,0.463918,0.818315,0.608813,Giovanni Augusto,Portuguesa,Portuguesa,"CF, AMF",CF,12,34,450000,,12,995,Brazil,Brazil,right,177,71,no,SP,Testing,2024,Atacante Referência,0.609,10,22,54,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,18,1,21.0,13.5,6.0,17,7.5,4.0,6.0,2.0,18,95,4,38,72,22,65,81,72,90
19,0.795648,0.225399,0.24,0.226667,0.314483,0.149688,0.6,0.906475,1.0,0.367707,0.536088,Neto Pessôa,Grêmio Novorizontino,Grêmio Novorizontino,CF,CF,12,29,125000,2024-12-31,14,930,Brazil,Brazil,left,178,76,no,SP,Testing,2024,Atacante Referência,0.536,11,22,50,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,2,20,12.0,19.0,17.0,16,3.5,3.0,1.0,5.0,90,9,45,13,22,27,84,86,95,77
13,0.209464,0.612033,0.16,0.447356,0.709565,0.089685,0.1,0.402878,0.113402,0.215552,0.508046,Alex Sandro,Botafogo SP,Botafogo SP,"CF, LW",CF,12,28,300000,,12,799,Brazil,Brazil,left,175,74,no,SP,Testing,2024,Atacante Referência,0.508,12,22,45,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,15,5,15.5,10.5,4.0,18,16.0,13.0,16.5,9.0,31,77,29,52,81,18,27,40,25,59
11,0.076237,0.439964,0.28,0.566669,0.495,0.509491,1.0,0.47482,0.680412,0.077651,0.505589,Willian,Santos,Santos,"CF, AMF",CF,12,37,400000,,10,546,Brazil,Brazil,right,171,66,no,SP,Testing,2024,Atacante Referência,0.506,13,22,40,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,19,10,11.0,6.0,8.0,8,1.0,9.5,3.0,17.0,13,54,50,72,63,63,95,56,86,22
12,0.655766,0.0,0.12,0.236102,0.312,0.186364,0.15,0.093525,0.134021,0.0,0.468866,Bruno Mezenga,Água Santa,Água Santa,CF,CF,12,35,300000,2024-04-10,11,688,Brazil,Brazil,left,185,78,no,SP,Testing,2024,Atacante Referência,0.469,14,22,36,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,6,22,17.5,17.5,18.0,13,14.0,21.0,15.0,20.5,72,0,20,20,18,40,36,4,31,6
7,0.02556,0.592174,0.08,0.314813,0.423529,0.179263,0.2,0.647482,0.154639,0.426131,0.367481,Régis,Guarani,Guarani,"CF, AMF",CF,12,31,1000000,,8,602,Brazil,Brazil,left,171,70,no,SP,Testing,2024,Atacante Referência,0.367,15,22,31,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,21,6,19.5,16.0,12.0,14,13.0,6.0,13.0,4.0,4,72,11,27,45,36,40,72,40,81
1,0.182561,0.335135,0.293333,0.472233,0.654545,0.156916,0.5,0.654676,0.309278,0.28736,0.355689,Rony,Palmeiras,Palmeiras,"CF, AMF, LAMF",CF,12,28,13000000,2026-12-31,14,595,Brazil,Brazil,right,166,65,no,SP,Testing,2024,Atacante Referência,0.356,16,22,27,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,17,18,9.5,9.0,5.0,15,5.5,5.0,7.0,7.0,22,18,56,59,77,31,75,77,68,68
21,0.270964,0.517897,0.2,0.236102,0.24,0.409442,0.1,0.0,0.0,0.0,0.354072,Henrique Dourado,Portuguesa,Portuguesa,CF,CF,12,34,0,2024-04-30,11,720,Brazil,Brazil,left,186,80,no,SP,Testing,2024,Atacante Referência,0.354,17,22,22,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,13,8,13.0,17.5,19.0,10,16.0,22.0,20.5,20.5,40,63,40,20,13,54,27,0,6,6
16,0.703115,0.323873,0.08,0.0,0.0,0.0,0.05,0.208633,0.154639,0.068942,0.32767,Léo Passos,Santo André,Santo André,CF,CF,12,25,200000,,11,614,Brazil,"Brazil, Spain",right,183,78,no,SP,Testing,2024,Atacante Referência,0.328,18,22,18,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,4,19,19.5,21.0,21.0,22,18.5,18.0,13.0,18.0,81,13,11,4,4,0,15,18,40,18
15,0.373568,0.873488,0.453333,0.0,0.0,0.197504,0.6,0.47482,0.515464,0.313803,0.281876,Derek,Guarani,Guarani,"CF, LAMF, LWF",CF,12,26,200000,2025-11-30,7,545,Brazil,Brazil,left,185,80,no,SP,Testing,2024,Atacante Referência,0.282,19,22,13,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,12,3,4.5,21.0,21.0,12,3.5,9.5,5.0,6.0,45,86,79,4,4,45,84,56,77,72
8,0.061677,0.393004,0.12,0.37777,0.432,0.309123,0.95,0.942446,0.814433,1.0,0.21238,Élvis,Ponte Preta,Ponte Preta,"CF, AMF",CF,12,33,700000,,13,1027,Brazil,Brazil,right,175,73,no,SP,Testing,2024,Atacante Referência,0.212,20,22,9,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,20,14,17.5,13.5,11.0,11,2.0,2.0,2.0,1.0,9,36,20,38,50,50,90,90,90,95
14,0.402547,0.471762,0.0,0.0,0.0,0.002067,0.05,0.503597,0.0,0.0,0.135644,Salatiel,Ituano,Ituano,CF,CF,12,31,300000,,10,601,Brazil,Brazil,right,187,76,no,SP,Testing,2024,Atacante Referência,0.136,21,22,4,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,10,9,22.0,21.0,21.0,21,18.5,8.0,20.5,20.5,54,59,0,4,4,4,15,63,6,6
17,0.0,0.145038,0.44,0.354168,0.36,0.911465,0.0,1.0,0.0,0.661964,0.0,Kayke,São Bernardo FC,São Bernardo FC,CF,CF,12,35,200000,,10,539,Brazil,Brazil,right,182,80,no,SP,Testing,2024,Atacante Referência,0.0,22,22,0,0.407147,0.472672,0.310909,0.413476,0.439053,0.353649,0.315909,0.450948,0.285848,0.251704,22,21,6.0,15.0,15.0,2,21.0,1.0,20.5,3.0,0,4,72,31,31,90,4,95,6,86
