Unnamed: 0,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Acelerações,xG,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Assistência_Finalização,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Acelerações_LM,xG_LM,Conversão_Gols_LM,Conversão_xG_LM,Ameaça_Ofensiva_LM,xA_LM,Assistência_Finalização_LM,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Acelerações_Rank,xG_Rank,Conversão_Gols_Rank,Conversão_xG_Rank,Ameaça_Ofensiva_Rank,xA_Rank,Assistência_Finalização_Rank,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Acelerações_Percentil,xG_Percentil,Conversão_Gols_Percentil,Conversão_xG_Percentil,Ameaça_Ofensiva_Percentil,xA_Percentil,Assistência_Finalização_Percentil
5,0.412084,0.364393,0.073826,0.426667,1.0,0.747907,0.660936,0.25,0.288557,1.0,Eduardo Sasha,Red Bull Bragantino,Red Bull Bragantino,"CF, AMF",CF,12,32,1800000,2025-12-31,11,803,Brazil,"Brazil, Italy",right,173,65,no,SP,Testing,2024,Atacante Móvel,1.0,1,22,95,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,12,10,17.0,7.0,1.0,2.0,3,12.0,10.0,45,54,22,68,95,90,86,45,54
11,0.439964,0.690686,0.107383,0.28,0.566669,0.495,0.509491,1.0,0.363184,0.959187,Willian,Santos,Santos,"CF, AMF",CF,12,37,400000,,10,546,Brazil,Brazil,right,171,66,no,SP,Testing,2024,Atacante Móvel,0.959,2,22,90,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,10,3,14.0,11.0,6.0,8.0,8,1.0,7.0,54,86,36,50,72,63,63,95,68
10,1.0,0.802379,0.181208,0.053333,0.37777,0.576,0.103365,0.45,0.900498,0.913919,Giovanni Augusto,Portuguesa,Portuguesa,"CF, AMF",CF,12,34,450000,,12,995,Brazil,Brazil,right,177,71,no,SP,Testing,2024,Atacante Móvel,0.914,3,22,86,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,1,2,9.0,21.0,13.5,6.0,17,7.5,2.0,95,90,59,4,38,72,22,65,90
9,0.43159,0.312582,0.067114,0.946667,0.683912,0.392195,1.0,0.3,0.19403,0.906543,Dellatorre,Mirassol,Mirassol,CF,CF,12,31,650000,,11,940,Brazil,"Brazil, Italy",right,181,79,no,SP,Testing,2024,Atacante Móvel,0.907,4,22,81,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,11,11,18.0,2.0,2.0,14.0,1,10.0,16.0,50,50,18,90,90,36,95,54,27
8,0.393004,0.367657,0.060403,0.12,0.37777,0.432,0.309123,0.95,1.0,0.899627,Élvis,Ponte Preta,Ponte Preta,"CF, AMF",CF,12,33,700000,,13,1027,Brazil,Brazil,right,175,73,no,SP,Testing,2024,Atacante Móvel,0.9,5,22,77,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,14,9,19.0,17.5,13.5,11.0,11,2.0,1.0,36,59,13,20,38,50,50,90,95
4,0.394026,0.277997,0.0,0.453333,0.607157,0.48,0.618283,0.3,0.39801,0.870781,T. Borbas,Red Bull Bragantino,Red Bull Bragantino,CF,CF,12,21,4000000,2027-12-31,13,605,Uruguay,Uruguay,right,181,69,no,SP,Testing,2024,Atacante Móvel,0.871,6,22,72,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,13,14,21.0,4.5,4.0,9.5,4,10.0,6.0,40,36,4,79,81,56,81,54,72
0,0.521302,0.235196,0.201342,0.173333,0.59027,1.0,0.049371,0.5,0.253731,0.85974,Yuri Alberto,Corinthians,Corinthians,CF,CF,12,22,18000000,2027-12-31,11,894,Brazil,Brazil,right,182,78,no,SP,Testing,2024,Atacante Móvel,0.86,7,22,68,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,7,16,7.5,14.0,5.0,1.0,20,5.5,14.5,68,27,65,36,77,95,9,75,34
3,0.390049,0.446167,0.127517,0.293333,0.5,0.421818,0.550832,0.45,0.432836,0.835273,J. Calleri,São Paulo,São Paulo,CF,CF,12,30,4500000,2026-12-31,10,940,Argentina,"Argentina, Italy",right,181,77,no,SP,Testing,2024,Atacante Móvel,0.835,8,22,63,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,15,7,12.0,9.5,8.0,13.0,6,7.5,5.0,31,68,45,56,63,40,72,65,77
1,0.335135,0.281585,0.510067,0.293333,0.472233,0.654545,0.156916,0.5,0.258706,0.777187,Rony,Palmeiras,Palmeiras,"CF, AMF, LAMF",CF,12,28,13000000,2026-12-31,14,595,Brazil,Brazil,right,166,65,no,SP,Testing,2024,Atacante Móvel,0.777,9,22,59,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,18,13,3.0,9.5,9.0,5.0,15,5.5,13.0,18,40,86,56,59,77,31,75,40
18,0.672934,0.289059,0.14094,0.306667,0.666657,0.536471,0.505813,0.1,0.109453,0.691542,Diego Quirino,Inter de Limeira,Inter de Limeira,CF,CF,12,30,200000,,13,959,Brazil,Brazil,right,180,79,no,SP,Testing,2024,Atacante Móvel,0.692,10,22,54,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,4,12,11.0,8.0,3.0,7.0,9,16.0,18.0,81,45,50,63,86,68,59,27,18
13,0.612033,0.629826,0.375839,0.16,0.447356,0.709565,0.089685,0.1,0.293532,0.65714,Alex Sandro,Botafogo SP,Botafogo SP,"CF, LW",CF,12,28,300000,,12,799,Brazil,Brazil,left,175,74,no,SP,Testing,2024,Atacante Móvel,0.657,11,22,50,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,5,5,4.0,15.5,10.5,4.0,18,16.0,9.0,77,77,81,29,52,81,18,27,59
6,0.340403,0.121212,0.087248,0.56,0.447356,0.353208,0.609683,0.3,0.278607,0.645348,J. Furch,Santos,Santos,CF,CF,12,34,1500000,,12,693,Argentina,Argentina,right,188,88,no,SP,Testing,2024,Atacante Móvel,0.645,12,22,45,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,17,19,15.5,3.0,10.5,16.0,5,10.0,12.0,22,13,29,86,52,27,77,54,45
19,0.225399,0.180246,0.322148,0.24,0.226667,0.314483,0.149688,0.6,0.532338,0.618094,Neto Pessôa,Grêmio Novorizontino,Grêmio Novorizontino,CF,CF,12,29,125000,2024-12-31,14,930,Brazil,Brazil,left,178,76,no,SP,Testing,2024,Atacante Móvel,0.618,13,22,40,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,20,17,5.0,12.0,19.0,17.0,16,3.5,3.0,9,22,77,45,13,22,27,84,86
7,0.592174,0.488207,0.201342,0.08,0.314813,0.423529,0.179263,0.2,0.477612,0.603347,Régis,Guarani,Guarani,"CF, AMF",CF,12,31,1000000,,8,602,Brazil,Brazil,left,171,70,no,SP,Testing,2024,Atacante Móvel,0.603,14,22,36,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,6,6,7.5,19.5,16.0,12.0,14,13.0,4.0,72,72,65,11,27,45,36,40,81
2,0.34806,0.40213,0.174497,1.0,0.555562,0.48,0.519009,0.0,0.0,0.596044,J. Lopez,Palmeiras,Palmeiras,CF,CF,12,23,7000000,2027-06-30,14,1045,Argentina,Argentina,left,190,74,no,SP,Testing,2024,Atacante Móvel,0.596,15,22,31,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,16,8,10.0,1.0,7.0,9.5,7,21.0,22.0,27,63,54,95,68,56,68,4,0
20,0.958568,0.687529,0.52349,0.16,0.43591,0.730435,0.061977,0.0,0.084577,0.555168,Jeh,Ponte Preta,Ponte Preta,CF,CF,12,24,0,,12,1036,Brazil,Brazil,right,185,77,no,SP,Testing,2024,Atacante Móvel,0.555,16,22,27,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,2,4,2.0,15.5,12.0,3.0,19,21.0,19.0,90,81,90,29,45,86,13,4,13
17,0.145038,0.0,0.0,0.44,0.354168,0.36,0.911465,0.0,0.253731,0.400473,Kayke,São Bernardo FC,São Bernardo FC,CF,CF,12,35,200000,,10,539,Brazil,Brazil,right,182,80,no,SP,Testing,2024,Atacante Móvel,0.4,17,22,22,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,21,22,21.0,6.0,15.0,15.0,2,21.0,14.5,4,0,4,72,31,31,90,4,34
15,0.873488,1.0,1.0,0.453333,0.0,0.0,0.197504,0.6,0.283582,0.390319,Derek,Guarani,Guarani,"CF, LAMF, LWF",CF,12,26,200000,2025-11-30,7,545,Brazil,Brazil,left,185,80,no,SP,Testing,2024,Atacante Móvel,0.39,18,22,18,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,3,1,1.0,4.5,21.0,21.0,12,3.5,11.0,86,95,95,79,4,4,45,84,50
21,0.517897,0.116538,0.0,0.2,0.236102,0.24,0.409442,0.1,0.079602,0.222095,Henrique Dourado,Portuguesa,Portuguesa,CF,CF,12,34,0,2024-04-30,11,720,Brazil,Brazil,left,186,80,no,SP,Testing,2024,Atacante Móvel,0.222,19,22,13,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,8,20,21.0,13.0,17.5,19.0,10,16.0,20.0,63,9,4,40,20,13,54,27,9
12,0.0,0.060606,0.087248,0.12,0.236102,0.312,0.186364,0.15,0.0199,0.168011,Bruno Mezenga,Água Santa,Água Santa,CF,CF,12,35,300000,2024-04-10,11,688,Brazil,Brazil,left,185,78,no,SP,Testing,2024,Atacante Móvel,0.168,20,22,9,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,22,21,15.5,17.5,17.5,18.0,13,14.0,21.0,0,4,29,20,20,18,40,36,4
16,0.323873,0.273477,0.295302,0.08,0.0,0.0,0.0,0.05,0.174129,0.008251,Léo Passos,Santo André,Santo André,CF,CF,12,25,200000,,11,614,Brazil,"Brazil, Spain",right,183,78,no,SP,Testing,2024,Atacante Móvel,0.008,21,22,4,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,19,15,6.0,19.5,21.0,21.0,22,18.5,17.0,13,31,72,11,4,4,0,15,22
14,0.471762,0.164732,0.120805,0.0,0.0,0.0,0.002067,0.05,0.303483,0.0,Salatiel,Ituano,Ituano,CF,CF,12,31,300000,,10,601,Brazil,Brazil,right,187,76,no,SP,Testing,2024,Atacante Móvel,0.0,22,22,0,0.472672,0.372373,0.211714,0.310909,0.413476,0.439053,0.353649,0.315909,0.317277,9,18,13.0,22.0,21.0,21.0,21,18.5,8.0,59,18,40,0,4,4,4,15,63
