Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Progressivos_Certos,Passes_Laterais_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Corridas_Progressivas,Acelerações,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Deep_Completions,Deep_Completed_Crosses,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Passes_Longos_Certos_LM,Passes_Progressivos_Certos_LM,Passes_Laterais_Certos_LM,Ações_Ofensivas_BemSucedidas_LM,Duelos_Ofensivos_Ganhos_LM,Pisadas_Área_LM,Dribles_BemSucedidos_LM,Corridas_Progressivas_LM,Acelerações_LM,xA_LM,Assistência_Finalização_LM,Passes_TerçoFinal_Certos_LM,Deep_Completions_LM,Deep_Completed_Crosses_LM,Passes_ÁreaPênalti_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Passes_Longos_Certos_Rank,Passes_Progressivos_Certos_Rank,Passes_Laterais_Certos_Rank,Ações_Ofensivas_BemSucedidas_Rank,Duelos_Ofensivos_Ganhos_Rank,Pisadas_Área_Rank,Dribles_BemSucedidos_Rank,Corridas_Progressivas_Rank,Acelerações_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_TerçoFinal_Certos_Rank,Deep_Completions_Rank,Deep_Completed_Crosses_Rank,Passes_ÁreaPênalti_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Passes_Longos_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Passes_Laterais_Certos_Percentil,Ações_Ofensivas_BemSucedidas_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Pisadas_Área_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Acelerações_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_TerçoFinal_Certos_Percentil,Deep_Completions_Percentil,Deep_Completed_Crosses_Percentil,Passes_ÁreaPênalti_Certos_Percentil
1,0.413357,0.593116,0.283098,0.085975,0.486012,0.29128,0.298995,0.28256,0.0,0.452539,0.472637,0.895522,0.157895,0.532258,0.631675,0.264151,0.181287,0.415115,0.398995,R. Saravia,Atlético Mineiro,Atlético Mineiro,"RB, RCB, RWB",RB,1,30,2500000,2025-12-31,9,650,Argentina,Argentina,right,178,73,no,MG,Testing,2024,Lateral Equilibrado,0.399,11,25,56,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,19.0,9,11,23.0,7,15,20.0,19,24.0,16,10.0,2.0,17.5,9.0,4,19.0,16.0,9,24,64,56,8,72,40,20,24,4,36,60,92,30,64,84,24,36,64
14,0.709386,0.742273,0.02474,0.720513,0.266165,0.350084,0.809045,0.537324,0.0,0.82056,0.895522,1.0,0.0,0.137097,0.045354,0.0,0.643275,0.529709,0.369254,Tiago Baiano,Uberlândia,Uberlândia,RB,RB,1,28,0,,8,537,Brazil,Brazil,right,178,69,no,MG,Testing,2024,Lateral Equilibrado,0.369,12,25,52,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,8.0,5,23,8.0,14,12,2.0,9,24.0,6,3.0,1.0,24.5,22.0,24,24.5,5.0,7,68,80,8,68,44,52,92,64,4,76,88,96,2,12,4,2,80,72
15,0.595668,0.383125,0.36809,0.0,0.252093,0.347158,0.482412,0.424356,0.486486,0.610155,0.537313,0.298507,0.263158,0.427419,0.323232,0.377358,0.210526,0.161068,0.35072,João Victor,Uberlândia,Uberlândia,LB,LB,1,25,0,,9,904,Brazil,Brazil,,174,77,no,MG,Testing,2024,Lateral Equilibrado,0.351,13,25,48,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,12.0,19,6,25.0,15,13,11.0,13,7.0,10,7.0,13.0,11.5,14.0,10,9.0,15.0,20,52,24,76,0,40,48,56,48,72,60,72,48,54,44,60,64,40,20
11,0.447653,0.321901,0.297806,0.324099,0.364772,0.25313,0.484925,0.349014,0.048649,0.490937,0.427861,0.139303,0.210526,0.233871,0.292169,0.613208,0.45614,0.780014,0.345106,Vinicio,Pouso Alegre,Pouso Alegre,LB,LB,1,23,0,,10,975,Brazil,Brazil,unknown,175,0,no,MG,Testing,2024,Lateral Equilibrado,0.345,14,25,44,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,18.0,21,9,19.0,11,17,10.0,16,22.0,14,13.0,20.0,15.0,18.0,13,3.0,8.0,3,28,16,64,24,56,32,60,36,12,44,48,20,40,28,48,88,68,88
7,0.17509,0.253912,0.300877,0.205756,0.157895,0.234109,0.766332,0.847463,0.783784,1.0,0.482587,0.606965,0.473684,0.790323,0.143059,0.358491,0.438596,0.359263,0.341011,Douglas Pelé,Athletic Club,Athletic Club,"RB, RAMF, RW",RB,1,24,100000,,11,1176,Brazil,Brazil,right,171,69,no,MG,Testing,2024,Lateral Equilibrado,0.341,15,25,40,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,23.5,23,8,20.0,17,19,4.0,4,3.0,1,9.0,3.0,7.0,4.0,22,10.5,9.0,10,6,8,68,20,32,24,84,84,88,96,64,88,72,84,12,57,64,60
10,0.624549,0.521713,0.124131,0.668283,0.204557,0.204396,0.336683,0.283959,0.913514,0.414681,0.263682,0.223881,0.473684,0.685484,0.177358,0.849057,0.25731,0.257008,0.301507,Léo Príncipe,Pouso Alegre,Pouso Alegre,RB,RB,1,27,10000,,10,797,Brazil,Brazil,right,173,68,no,MG,Testing,2024,Lateral Equilibrado,0.302,16,25,36,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,10.0,12,20,9.0,16,23,18.0,18,2.0,18,17.0,15.5,7.0,5.0,18,2.0,12.0,14,60,52,20,64,36,8,28,28,92,28,32,38,72,80,28,92,52,44
6,0.487365,0.498584,0.149894,0.639769,0.148415,0.427363,0.437186,0.428007,0.621622,0.62749,0.124378,0.144279,0.421053,0.483871,0.15532,0.358491,0.251462,0.245461,0.283164,Yuri,Athletic Club,Athletic Club,LB,LB,1,28,200000,2024-04-10,10,938,Brazil,Brazil,left,175,74,no,MG,Testing,2024,Lateral Equilibrado,0.283,17,25,32,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,16.0,14,18,10.0,18,10,14.0,12,5.0,9,23.0,19.0,9.0,12.0,20,10.5,13.0,15,36,44,28,60,28,60,44,52,80,64,8,24,64,52,20,57,48,40
12,0.599278,0.422317,0.077123,0.575245,0.104908,0.267988,0.605528,0.823297,0.427027,0.910535,0.950249,0.393035,0.631579,0.5,0.185172,0.245283,0.087719,0.190347,0.240479,Ynaiã,Athletic Club,Athletic Club,"RB, LB",RB,1,24,0,,11,687,Brazil,Brazil,right,172,67,no,MG,Testing,2024,Lateral Equilibrado,0.24,18,25,28,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,11.0,16,22,12.0,22,16,9.0,5,8.5,4,2.0,9.0,5.0,10.5,15,21.0,21.0,17,56,36,12,52,12,36,64,80,66,84,92,64,80,57,40,16,16,32
5,0.0,0.0,0.236082,0.999758,0.328278,0.309783,0.160804,0.230383,0.383784,0.0,0.049751,0.049751,0.684211,0.83871,0.35223,0.283019,0.035088,0.266746,0.20308,Bryan,Itabirito,Itabirito,LB,LB,1,31,300000,,9,890,Brazil,Brazil,left,177,72,no,MG,Testing,2024,Lateral Equilibrado,0.203,19,25,24,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,25.0,25,14,2.0,12,14,23.0,21,10.0,25,24.0,23.0,3.5,3.0,8,17.5,24.0,13,0,0,44,92,52,44,8,16,60,0,4,8,86,88,68,30,4,48
19,0.305054,0.262309,0.448869,0.4329,0.007798,0.220175,0.409548,0.332399,0.264865,0.603501,0.323383,0.18408,0.157895,0.16129,0.155162,0.349057,0.222222,0.294455,0.096547,Nando Sa,Patrocinense,Patrocinense,RB,RB,1,35,0,,8,730,Brazil,Brazil,,0,0,no,MG,Testing,2024,Lateral Equilibrado,0.097,20,25,20,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,21.0,22,5,16.0,23,22,16.0,17,16.0,11,16.0,17.0,17.5,19.0,21,12.0,14.0,12,16,12,80,36,8,12,36,32,36,56,36,32,30,24,16,52,44,52
13,0.583032,0.687945,0.560525,0.839881,0.12161,0.0,0.223618,0.550428,0.275676,0.487845,0.238806,0.338308,0.052632,0.0,0.180334,0.481132,0.05848,0.118798,0.088699,Dávisson,Uberlândia,Uberlândia,RB,RB,1,22,0,,8,528,Brazil,Brazil,unknown,0,0,no,MG,Testing,2024,Lateral Equilibrado,0.089,21,25,16,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,13.0,6,2,5.0,21,25,22.0,8,14.0,15,21.0,10.0,21.5,25.0,16,5.0,23.0,22,48,76,92,80,16,0,12,68,44,40,16,60,14,0,36,80,8,12
8,0.478339,0.390825,0.45871,0.146049,0.12595,0.521933,0.324121,0.387569,0.145946,0.440898,0.38806,0.537313,0.052632,0.298387,0.175382,0.0,0.175439,0.133675,0.083176,Emerson,Tombense,Tombense,LB,LB,1,25,100000,,7,666,Brazil,Brazil,left,179,73,no,MG,Testing,2024,Lateral Equilibrado,0.083,22,25,12,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,17.0,18,4,22.0,20,6,19.0,14,20.0,17,14.0,4.5,21.5,16.5,19,24.5,17.5,21,32,28,84,12,20,76,24,44,20,32,44,82,14,34,24,2,30,16
18,0.355596,0.509139,0.552383,0.45805,0.0,0.065301,0.39196,0.62184,0.291892,0.661291,0.452736,0.537313,0.052632,0.080645,0.09987,0.132075,0.175439,0.0,0.071002,Ailton Santos,Patrocinense,Patrocinense,LB,LB,1,26,0,,7,666,Brazil,Brazil,,0,0,no,MG,Testing,2024,Lateral Equilibrado,0.071,23,25,8,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,20.0,13,3,14.0,25,24,17.0,7,12.5,8,11.5,4.5,21.5,23.0,23,22.0,17.5,25,20,48,88,44,0,4,32,72,50,68,54,82,14,8,8,12,30,0
22,0.723827,0.527671,0.200752,0.022786,0.00222,0.220594,0.643216,0.930339,0.27027,0.875014,0.527363,0.437811,0.210526,0.064516,0.0,0.122642,0.081871,0.054468,0.066672,Ezio,Ipatinga,Ipatinga,RB,RB,1,26,0,,8,713,Brazil,Brazil,unknown,182,0,no,MG,Testing,2024,Lateral Equilibrado,0.067,24,25,4,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,7.0,11,17,24.0,24,20,8.0,3,15.0,5,8.0,7.0,15.0,24.0,25,23.0,22.0,24,72,56,32,4,4,20,68,88,40,80,68,72,40,4,0,8,12,4
24,0.949458,1.0,0.135611,0.791107,0.128031,0.249081,0.0,0.0,0.12973,0.095936,0.0,0.119403,0.052632,0.145161,0.177735,0.443396,0.0,0.100349,0.0,Weslen,Democrata GV,Democrata GV,RB,RB,1,29,0,,9,764,Brazil,Brazil,right,178,68,no,MG,Testing,2024,Lateral Equilibrado,0.0,25,25,0,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,0.47397,0.462129,0.359135,0.536976,0.437811,0.328955,0.324211,0.432581,0.325547,0.362264,0.343626,0.359485,4.0,1,19,7.0,19,18,25.0,25,21.0,23,25.0,22.0,21.5,20.5,17,7.0,25.0,23,84,96,24,72,24,28,0,0,16,8,0,12,14,18,32,72,0,8
12,0.599432,0.900724,0.0,0.538726,0.950554,1.0,0.637795,0.336807,0.329502,0.446383,0.608871,0.609375,0.73913,0.607595,0.537975,0.201149,0.8125,0.509259,1.0,Evandro,Madureira,Madureira,LB,LB,1,27,50000,,10,1036,Brazil,Brazil,left,170,68,no,RJ,Testing,2024,Lateral Equilibrado,1.0,1,28,96,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,0.444507,0.371747,0.301177,0.371373,0.386953,0.423828,0.346273,0.349684,0.368767,0.243227,0.460751,0.376271,5.0,7,28,6.0,3,1,7.5,13,12.0,11,5.0,8.0,4.0,5.0,3,12.0,4.0,7,82,75,0,78,89,96,73,53,57,60,82,71,85,82,89,57,85,75
8,0.105114,0.378065,0.195501,0.645484,0.932387,0.744367,0.860892,0.585344,0.191571,0.615918,0.967742,0.796875,0.565217,0.392405,0.224324,0.454023,1.0,1.0,0.95954,Paulo Henrique,Vasco da Gama,Vasco da Gama,"RWB, RB",RWB,1,27,300000,2024-12-31,9,798,Brazil,Brazil,right,175,74,no,RJ,Testing,2024,Lateral Equilibrado,0.96,2,28,92,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,0.444507,0.371747,0.301177,0.371373,0.386953,0.423828,0.346273,0.349684,0.368767,0.243227,0.460751,0.376271,27.0,19,24,3.0,4,6,3.0,6,19.0,4,2.0,3.0,7.0,10.0,23,5.0,1.0,1,3,32,14,89,85,78,89,78,32,85,92,89,75,64,17,82,96,96
1,0.0,0.20884,0.283315,0.461981,0.703593,0.835571,0.897638,0.318312,0.467433,0.482736,0.544355,0.476562,0.913043,0.943038,0.41479,0.5,0.911458,0.798683,0.955796,Lucas Piton,Vasco da Gama,Vasco da Gama,"LB, LWB",LB,1,23,6000000,2026-12-31,10,1029,Brazil,"Brazil, Italy",left,175,64,no,RJ,Testing,2024,Lateral Equilibrado,0.956,3,28,89,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,0.444507,0.371747,0.301177,0.371373,0.386953,0.423828,0.346273,0.349684,0.368767,0.243227,0.460751,0.376271,28.0,23,18,7.0,6,3,2.0,15,7.0,9,6.0,12.5,2.5,2.0,12,3.0,2.0,2,0,17,35,75,78,89,92,46,75,67,78,55,91,92,57,89,92,92
6,1.0,0.975575,0.235686,0.563645,1.0,0.586268,0.784777,0.714822,0.130268,0.63967,0.931452,0.984375,0.391304,0.424051,0.508646,0.362069,0.817708,0.582255,0.945385,Cayo Tenório,Nova Iguaçu,Nova Iguaçu,RB,RB,1,25,500000,,10,859,Brazil,Brazil,right,173,68,no,RJ,Testing,2024,Lateral Equilibrado,0.945,4,28,85,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,0.444507,0.371747,0.301177,0.371373,0.386953,0.423828,0.346273,0.349684,0.368767,0.243227,0.460751,0.376271,1.0,2,21,5.0,1,8,5.0,5,22.0,3,3.0,2.0,8.5,8.0,5,7.0,3.0,5,96,92,25,82,96,71,82,82,21,89,89,92,69,71,82,75,89,82
21,0.335227,0.691651,0.426975,1.0,0.986292,0.71422,0.199475,0.256349,0.168582,0.327756,0.060484,0.117188,0.043478,0.088608,0.442518,0.086207,0.161458,0.068465,0.894043,Paulo Vitor,Sampaio Corrêa RJ,Sampaio Corrêa RJ,LB,LB,1,35,0,,8,583,Brazil,Brazil,left,168,71,no,RJ,Testing,2024,Lateral Equilibrado,0.894,5,28,82,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,0.444507,0.371747,0.301177,0.371373,0.386953,0.423828,0.346273,0.349684,0.368767,0.243227,0.460751,0.376271,18.0,11,14,1.0,2,7,22.0,18,20.0,15,26.0,26.0,27.0,25.0,9,24.0,24.0,26,35,60,50,96,92,75,21,35,28,46,7,7,3,10,67,14,14,7
